IssuingNetwork,CardNumber
Visa,4716441352412863
Visa,4716271847502139
Visa,4485391687446723
Visa,4539410828055114
Visa,4916392505368783
Visa,4539785618339822
Visa,4953551673961893
Visa,4485488965882973
Visa,4539506606483632
Visa,4532867751658650
Visa,4556456172912507
Visa,4314366679423721
Visa,4716302882513515
Visa,4556161652511205
Visa,4716671036839814
Visa,4539771362495952
Visa,4916452425503289
Visa,4485978926275598
Visa,4485908042679191
Visa,4929530924159615
Visa,4139256505700355
Visa,4532972451357148
Visa,4485362053249074
Visa,4537132424114770
Visa,4171575496879400
Visa,4916053541117176
Visa,4916157318535344
Visa,4532129812700629
Visa,4916500473778649
Visa,4916368642552125
Visa,4532963581019864
Visa,4916864050686207
Visa,4929208087741939
Visa,4929956277595115
Visa,4485204113563039
Visa,4116384280676728
Visa,4929699837316644
Visa,4024007166043710
Visa,4716532168514684
Visa,4192638819590669
Visa,4539233294252688
Visa,4929872567670627
Visa,4532183545872262
Visa,4929917816091008
Visa,4929975496304992
Visa,4716361118196073
Visa,4929102856707058
Visa,4532021760885678
Visa,4916754574327554
Visa,4024007141726728
Visa,4916469847847037
Visa,4556871565603861
Visa,4556933733478384
Visa,4024007197191207
Visa,4532108834444036
Visa,4929037099016182
Visa,4929250407473553
Visa,4532435769303493
Visa,4539639248726397
Visa,4024007126604270
Visa,4024007189450868
Visa,4556276186818924
Visa,4024007108880757
Visa,4485158710643505
Visa,4024007179396329
Visa,4024007111247374
Visa,4916993184741024
Visa,4916667217520841
Visa,4532825118644524
Visa,4916292775045337
Visa,4532234289493557
Visa,4929983857455585
Visa,4024007190221084
Visa,4716233822313049
Visa,4916171004619379
Visa,4916350683383255
Visa,4539747311882946
Visa,4532502184413163
Visa,4485296306447095
Visa,4916850354376884
Visa,4929248010733819
Visa,4716669107401878
Visa,4556856524289613
Visa,4485227912377194
Visa,4916550651767443
Visa,4485511112080173
Visa,4929224852157078
Visa,4539598223051033
Visa,4532583053019570
Visa,4485223452107794
Visa,4141915423813378
Visa,4929906174836112
Visa,4539210081131846
Visa,4532367041620016
Visa,4532013333194290
Visa,4485920099692480
Visa,4556033893938895
Visa,4916788087845215
Visa,4929725667803995
Visa,4587276348686733
Visa,4916016893250010
Visa,4532459098871103
Visa,4539390533658347
Visa,4611023697875867
Visa,4539196142380326
Visa,4485067816591346
Visa,4556034167452118
Visa,4024007109032457
Visa,4485646822193690
Visa,4024007148121329
Visa,4556200109533063
Visa,4532275487892694
Visa,4485631964661647
Visa,4929749853764688
Visa,4929080576404984
Visa,4929529211231509
Visa,4532231579509274
Visa,4929315638286957
Visa,4539810678210505
Visa,4532907623497851
Visa,4539522761878771
Visa,4916336221772745
Visa,4916420817492791
Visa,4539060077770127
Visa,4539501834499302
Visa,4532607637479586
Visa,4874697921895387
Visa,4485573146895885
Visa,4485312463243498
Visa,4716388689885164
Visa,4916832078563872
Visa,4024007120274567
Visa,4024007125397249
Visa,4556760563317428
Visa,4539832521912301
Visa,4532053822469951
Visa,4532654121294436
Visa,4539206404760766
Visa,4024007125222181
Visa,4024007166400597
Visa,4532741847182852
Visa,4539939107093693
Visa,4539798616826054
Visa,4556728686158292
Visa,4539533615976281
Visa,4024007194366380
Visa,4716013191865526
Visa,4209248739097893
Visa,4273134981990418
Visa,4929565600653853
Visa,4532395793335269
Visa,4556297258575457
Visa,4929411250119616
Visa,4556581285558077
Visa,4539303858600265
Visa,4485619437051280
Visa,4024007103575600
Visa,4929331603676965
Visa,4532047449434679
Visa,4236406802057221
Visa,4716952285307707
Visa,4929198751473309
Visa,4929123226301018
Visa,4340344567521938
Visa,4539759001034456
Visa,4916511980245907
Visa,4485001723794628
Visa,4929040083448049
Visa,4556286201576522
Visa,4443907631874222
Visa,4539265112293874
Visa,4556851761645106
Visa,4485937522756971
Visa,4665547346475872
Visa,4929032671938952
Visa,4916585680504961
Visa,4716830612303534
Visa,4024007186749494
Visa,4539200369880560
Visa,4485730443020100
Visa,4539722619668628
Visa,4024007123589854
Visa,4485252050048225
Visa,4024007121141690
Visa,4556386145714542
Visa,4929161212940969
Visa,4024007136508537
Visa,4556190702676262
Visa,4929804289265998
Visa,4929790703209227
Visa,4929944239880791
Visa,4929024426477873
Visa,4556876537406087
Visa,4929162555807658
Visa,4532159040441605
Visa,4007039237288595
Visa,4916353062637002
Visa,4052833983347439
Visa,4539128961755965
Visa,4485808114438866
Visa,4539775002227451
Visa,4916589789943815
Visa,4024007177785168
Visa,4716499355029001
Visa,4916967494162642
Visa,4556899752606223
Visa,4556169376452234
Visa,4532571472730612
Visa,4556040257007597
Visa,4716970286748224
Visa,4556891480121021
Visa,4916768666179327
Visa,4485202549730958
Visa,4556124293013742
Visa,4916917175338888
Visa,4556792991763675
Visa,4532027945503128
Visa,4532478581887749
Visa,4556857115823760
Visa,4916032421611409
Visa,4532853664638237
Visa,4140699657512739
Visa,4485348833426975
Visa,4539639967107480
Visa,4556870305869253
Visa,4556197068136278
Visa,4532556791140262
Visa,4929436703428645
Visa,4929875115895828
Visa,4288461928635605
Visa,4485634070068749
Visa,4539818287554817
Visa,4485936473744739
Visa,4716072973226646
Visa,4539985461498150
Visa,4556392671955046
Visa,4024007123120221
Visa,4556194639275461
Visa,4539602380448238
Visa,4916754909439405
Visa,4485045996280674
Visa,4539258744531753
Visa,4916722033680020
Visa,4216165008334339
Visa,4556651822742177
Visa,4916257089904255
Visa,4532916130374636
Visa,4556200186307308
Visa,4916122682037863
Visa,4539782331847561
Visa,4716157900426052
Visa,4556400809223078
Visa,4929679798499068
Visa,4532224249376141
Visa,4532032983073901
Visa,4539084310287715
Visa,4916063720498156
Visa,4793137694894158
Visa,4485447112192462
Visa,4532645122595102
Visa,4532700826017026
Visa,4485528374787964
Visa,4716782071432058
Visa,4485149791978183
Visa,4485779881192079
Visa,4716011831327089
Visa,4006477714605652
Visa,4024007169191516
Visa,4916854693861085
Visa,4485229638364829
Visa,4539712298099955
Visa,4532217894291813
Visa,4929386607309500
Visa,4929620616534710
Visa,4485322418743179
Visa,4716480654143347
Visa,4539725674617141
Visa,4539226707101351
Visa,4485414380067651
Visa,4916173693632192
Visa,4674316388991033
Visa,4485970292183043
Visa,4929814911796112
Visa,4024007197036527
Visa,4539198976469654
Visa,4556323466307119
Visa,4532940402178319
Visa,4266387155288808
Visa,4916370910201641
Visa,4532023497721408
Visa,4231423356427499
Visa,4929546050032178
Visa,4024007141251677
Visa,4916892152503509
Visa,4532274259608800
Visa,4539746533847729
Visa,4716462294129027
Visa,4485353378228356
Visa,4106985448215068
Visa,4556376644833307
Visa,4539465619504027
Visa,4916631544498675
Visa,4024007115321027
Visa,4556932815645514
Visa,4024007155041907
Visa,4024007159416931
Visa,4539817279906894
Visa,4716532169530408
Visa,4139770559830850
Visa,4441023719222243
Visa,4929396027789199
Visa,4916974217350512
Visa,4929307933381583
Visa,4929667946211675
Visa,4539703010282623
Visa,4539972950750929
Visa,4929308044087085
Visa,4024007135640000
Visa,4916346875342471
Visa,4929210260977009
Visa,4916325048081448
Visa,4929378252162052
Visa,4539697138284455
Visa,4539300481631758
Visa,4023755010280554
Visa,4024007108029710
Visa,4485439301460370
Visa,4556166223545020
Visa,4916125009104498
Visa,4539026469376195
Visa,4539578440619804
Visa,4539896968063449
Visa,4716749941519380
Visa,4916009399722640
Visa,4539754006805687
Visa,4485002028488619
Visa,4929814701458048
Visa,4485959888073296
Visa,4929866453877916
Visa,4532809980302171
Visa,4556593762032336
Visa,4024007109289131
Visa,4716474791626843
Visa,4485772858456692
Visa,4532948643126856
Visa,4252467159691441
Visa,4539936143620307
Visa,4757970293378452
Visa,4539055917301000
Visa,4815273770569911
Visa,4716421970905381
Visa,4532112167814658
Visa,4024007109165430
Visa,4532427766435402
Visa,4539735813877183
Visa,4532408485270452
Visa,4024007130558710
Visa,4556562655734548
Visa,4024007151015962
Visa,4400935164778487
Visa,4681469236399536
Visa,4929375958027639
Visa,4024007119074127
Visa,4290198820820085
Visa,4940474783987953
Visa,4916692750932278
Visa,4916943403363597
Visa,4716091786915609
Visa,4024007150015757
Visa,4268028334444692
Visa,4532129950519799
Visa,4556750811040278
Visa,4539133501355938
Visa,4929077900863646
Visa,4716898083883300
Visa,4716928521382506
Visa,4276495896862274
Visa,4716850723102054
Visa,4388181710625502
Visa,4532823135347098
Visa,4532539251225211
Visa,4539310850880787
Visa,4556797067163312
Visa,4716680739793350
Visa,4556731323760991
Visa,4716517126231760
Visa,4929590411912090
Visa,4916669809965483
Visa,4929093810398334
Visa,4916299539581564
Visa,4716384715236902
Visa,4716192919644874
Visa,4485520462286769
Visa,4556213489450576
Visa,4532706430639337
Visa,4916241509882788
Visa,4485763645880435
Visa,4556942324377756
Visa,4929511390086466
Visa,4532372769604770
Visa,4916898844884801
Visa,4024007127055563
Visa,4532395427696789
Visa,4024007118206316
Visa,4883123383273087
Visa,4716101327845882
Visa,4532749057396021
Visa,4929189386459763
Visa,4485841186768209
Visa,4929804758503408
Visa,4539379183218197
Visa,4916598106667569
Visa,4556300173275839
Visa,4916982165377676
Visa,4532251905800080
Visa,4195543053706277
Visa,4539781945544523
Visa,4532930771037493
Visa,4631106716967231
Visa,4024007189945453
Visa,4556677291903040
Visa,4485740008792506
Visa,4866208515117541
Visa,4485497553743414
Visa,4929756840193244
Visa,4532660974318594
Visa,4916916096430683
Visa,4717745641696790
Visa,4716145686840109
Visa,4532156120090310
Visa,4485248408083070
Visa,4716455353705984
Visa,4556567904401260
Visa,4716436481703026
Visa,4532016842597598
Visa,4539310105468073
Visa,4485804413425472
Visa,4716512695692880
Visa,4532089852156910
Visa,4716594080646994
Visa,4485867542395221
Visa,4916577697612432
Visa,4532483227023535
Visa,4378664487808718
Visa,4485572842417986
Visa,4916838647023512
Visa,4916949927162621
Visa,4556948476017173
Visa,4024007193917985
Visa,4532369461815563
Visa,4556873761723626
Visa,4556681474067318
Visa,4337312199664876
Visa,4532771138851550
Visa,4916767893402692
Visa,4929057101278521
Visa,4916335728177572
Visa,4716872190160266
Visa,4539649725045641
Visa,4556896932531164
Visa,4716471643231160
Visa,4532628770508841
Visa,4539167035462653
Visa,4556361789917628
Visa,4716277835433906
Visa,4929255786647669
Visa,4929918350209022
Visa,4556967858488695
Visa,4714085286510490
Visa,4929789514951928
Visa,4929974083206017
Visa,4539113507163866
Visa,4322138957539498
Visa,4916902493771705
Visa,4916521260471800
Visa,4556863461228778
Visa,4916410028796098
Visa,4485660696614277
Visa,4916084270018160
Visa,4913901018887064
Visa,4556346533401466
Visa,4883514791884707
Visa,4716189124881010
Visa,4929629020814568
Visa,4539073078464509
Visa,4916080187443707
Visa,4929987121073199
Visa,4024007184727872
Visa,4539632446358345
Visa,4929945283308233
Visa,4916719355948704
Visa,4539709735855817
Visa,4556697687118672
Visa,4716283957203663
Visa,4556035226902415
Visa,4532340008221300
Visa,4114094675570749
Visa,4716029729404216
Visa,4929612124322837
Visa,4916565509802861
Visa,4716712800314913
Visa,4024007161217137
Visa,4024007129926597
Visa,4539650413639166
Visa,4929423005600717
Visa,4532888506772927
Visa,4539748456501218
Visa,4485082916755949
Visa,4024007186469812
Visa,4916727168145103
Visa,4716201816254677
Visa,4716966953685111
Visa,4556582993927851
Visa,4556532009678774
Visa,4024007121788094
Visa,4716523007457524
Visa,4024007112129746
Visa,4716729277423282
Visa,4916603141056305
Visa,4024007140222042
Visa,4188479938355841
Visa,4485849178500845
Visa,4716774987541973
Visa,4716290283017311
Visa,4676832452464689
Visa,4532110647589643
Visa,4539289787496869
Visa,4556105277381403
Visa,4024007154855372
Visa,4532491564566420
Visa,4916578157555327
Visa,4532616101225730
Visa,4916114701996385
Visa,4024007170025919
Visa,4375117654710251
Visa,4716391771800430
Visa,4532366916232493
Visa,4556316394084412
Visa,4556498428238907
Visa,4556877736782450
Visa,4101572473314241
Visa,4929313766293317
Visa,4556305232563596
Visa,4556072637903161
Visa,4916550310480180
Visa,4539726931852547
Visa,4916835837772643
Visa,4539656458325652
Visa,4024007127657350
Visa,4539271993385672
Visa,4539712178855526
Visa,4024007140957621
Visa,4024007177067195
Visa,4024007173142539
Visa,4539919134926651
Visa,4539176176999241
Visa,4716298223927085
Visa,4929428159072092
Visa,4894438760221054
Visa,4556966848663557
Visa,4929869677676668
Visa,4532803151925027
Visa,4929593439308549
Visa,4716744622744076
Visa,4024007140178228
Visa,4178358963030820
Visa,4532149757136878
Visa,4485626896949177
Visa,4539326452129498
Visa,4485193603507293
Visa,4532821506536349
Visa,4929885645677836
Visa,4929113668157176
Visa,4024007184568532
Visa,4485253487855968
Visa,4532207153863519
Visa,4485615456298828
Visa,4916101255856164
Visa,4485672228233500
Visa,4281640853701329
Visa,4556524113611445
Visa,4916044110122465
Visa,4532568362593621
Visa,4196234596186230
Visa,4916753151842662
Visa,4532780431707732
Visa,4485871685022998
Visa,4485568581683853
Visa,4916622278223199
Visa,4532571074875526
Visa,4556317951430105
Visa,4716634137048248
Visa,4716464378832674
Visa,4929177877733606
Visa,4929897979408738
Visa,4716474665778530
Visa,4556205001748347
Visa,4929819176665555
Visa,4539881931741289
Visa,4203650284775862
Visa,4485912287459517
Visa,4556516514975072
Visa,4916059533508181
Visa,4929780648879085
Visa,4539075963516699
Visa,4556370095904014
Visa,4485045539901513
Visa,4929786665705525
Visa,4485855639960866
Visa,4406050479425131
Visa,4532146195471131
Visa,4916128254828357
Visa,4539966645540620
Visa,4024007148490591
Visa,4032115292674769
Visa,4532912727523255
Visa,4716775427506906
Visa,4556710456193303
Visa,4129850100966346
Visa,4485990825541442
Visa,4916644486293582
Visa,4539084982800209
Visa,4024007109727643
Visa,4929769419858378
Visa,4929551369919529
Visa,4485295220385621
Visa,4532679564926566
Visa,4532546593805808
Visa,4264583615502125
Visa,4539217446946503
Visa,4024007109569474
Visa,4916343945421013
Visa,4929380185211980
Visa,4716868708799363
Visa,4556941565555591
Visa,4485439884174869
Visa,4539573983323369
Visa,4532642754791455
Visa,4929401610697591
Visa,4556816107622259
Visa,4916133409315938

IssuingNetwork,CardNumber
MasterCard,5521145462219595
MasterCard,5131828535294099
MasterCard,5488237246167165
MasterCard,5180187361803840
MasterCard,5285373495628808
MasterCard,5383676299482060
MasterCard,5361264629621339
MasterCard,5242996042030672
MasterCard,5201056496802438
MasterCard,5163218028090629
MasterCard,5348658244221102
MasterCard,5591508725482182
MasterCard,5385823458463931
MasterCard,5327613310215376
MasterCard,5158682521376842
MasterCard,5208574708839520
MasterCard,5171887665702637
MasterCard,5574780809716204
MasterCard,5365976463992320
MasterCard,5359097979458421
MasterCard,5201676424096835
MasterCard,5266030767544799
MasterCard,5133492296854928
MasterCard,5182040984151022
MasterCard,5429064834272740
MasterCard,5520260254627599
MasterCard,5293723809578224
MasterCard,5165613613467034
MasterCard,5524741827289914
MasterCard,5383123304198746
MasterCard,5381455460116217
MasterCard,5308729177477017
MasterCard,5545735373747874
MasterCard,5239522264673786
MasterCard,5335876367465232
MasterCard,5512882856933834
MasterCard,5183886030290670
MasterCard,5512263283646788
MasterCard,5267232022844175
MasterCard,5249212491913258
MasterCard,5351953229065796
MasterCard,5418234649053527
MasterCard,5284658945371061
MasterCard,5448105112733809
MasterCard,5207392105542253
MasterCard,5260764114169308
MasterCard,5366045684232046
MasterCard,5354845765634075
MasterCard,5305917159974571
MasterCard,5209059412015681
MasterCard,5109467658868070
MasterCard,5138742729938762
MasterCard,5143203439831931
MasterCard,5279771510406399
MasterCard,5359720009558924
MasterCard,5596815152614178
MasterCard,5166741086457544
MasterCard,5451716991751433
MasterCard,5223495986769778
MasterCard,5175742458630402
MasterCard,5442205928032226
MasterCard,5579425813163796
MasterCard,5582802080545381
MasterCard,5595487992178912
MasterCard,5416437140133878
MasterCard,5595359948510029
MasterCard,5136628159580103
MasterCard,5322327622991088
MasterCard,5153760975490619
MasterCard,5168149979257120
MasterCard,5395649609587932
MasterCard,5126532321693830
MasterCard,5550525967410373
MasterCard,5520952833679584
MasterCard,5513384000413853
MasterCard,5467835999113149
MasterCard,5507708388386745
MasterCard,5369413421024554
MasterCard,5187112809313973
MasterCard,5144968528974367
MasterCard,5246422671525417
MasterCard,5355581575510994
MasterCard,5314576029486353
MasterCard,5477112019306824
MasterCard,5138266981806756
MasterCard,5408927194906369
MasterCard,5444830748835884
MasterCard,5403237213606841
MasterCard,5503742487776492
MasterCard,5578782973193257
MasterCard,5370672796959036
MasterCard,5289904544511391
MasterCard,5258333292766063
MasterCard,5400485510264102
MasterCard,5597471704945048
MasterCard,5159249289962913
MasterCard,5282334931429378
MasterCard,5100348196220819
MasterCard,5518230456950143
MasterCard,5282541899776125
MasterCard,5240669571318444
MasterCard,5343782133586543
MasterCard,5495740370990741
MasterCard,5102325883444447
MasterCard,5546871034122238
MasterCard,5308353822302858
MasterCard,5112687740324874
MasterCard,5335583752828103
MasterCard,5174500849929011
MasterCard,5464043527055816
MasterCard,5320254088403063
MasterCard,5411181090147612
MasterCard,5362950858779504
MasterCard,5140529133811768
MasterCard,5328561886987531
MasterCard,5366803858092699
MasterCard,5476021350166112
MasterCard,5558992253133584
MasterCard,5241359254374869
MasterCard,5125697732921517
MasterCard,5333462159324358
MasterCard,5372876532181395
MasterCard,5243249177904066
MasterCard,5158745003418307
MasterCard,5224172955869116
MasterCard,5483583779258128
MasterCard,5548563306044269
MasterCard,5476838554157930
MasterCard,5541102970593660
MasterCard,5483036876594283
MasterCard,5412202510762910
MasterCard,5230018337564218
MasterCard,5224342921844077
MasterCard,5276215405248790
MasterCard,5490391334539474
MasterCard,5208497649012306
MasterCard,5371308463905999
MasterCard,5250604135358708
MasterCard,5158433477505293
MasterCard,5414831995957302
MasterCard,5597915079265606
MasterCard,5417631588630259
MasterCard,5147987354666878
MasterCard,5353451854988315
MasterCard,5174505469630203
MasterCard,5120624230214786
MasterCard,5140143188247595
MasterCard,5362253070319971
MasterCard,5173261214711648
MasterCard,5569905251190726
MasterCard,5283954265740675
MasterCard,5584022578471838
MasterCard,5350066975607140
MasterCard,5372704696505565
MasterCard,5337729388863612
MasterCard,5327250387284702
MasterCard,5144566504606704
MasterCard,5301250447287588
MasterCard,5591141351678426
MasterCard,5522341426254138
MasterCard,5451273632871865
MasterCard,5500654514339504
MasterCard,5253546991894481
MasterCard,5440350404144079
MasterCard,5143271103379123
MasterCard,5521146147830988
MasterCard,5245548732835832
MasterCard,5517190044184566
MasterCard,5300077457076416
MasterCard,5253966991917944
MasterCard,5169676779923682
MasterCard,5253511432469772
MasterCard,5310516908038366
MasterCard,5520750247326481
MasterCard,5329202850627337
MasterCard,5167379903081160
MasterCard,5109654131671326
MasterCard,5474778324121026
MasterCard,5123090106503834
MasterCard,5341905632569726
MasterCard,5259044407540538
MasterCard,5501733101400546
MasterCard,5164957586268502
MasterCard,5347059927778735
MasterCard,5261682244853394
MasterCard,5238855426342150
MasterCard,5427365229051009
MasterCard,5199244466530833
MasterCard,5201747165588726
MasterCard,5149773647169096
MasterCard,5234515326418708
MasterCard,5129894131951593
MasterCard,5273185134507456
MasterCard,5124804764225095
MasterCard,5463629049107803
MasterCard,5365273111863339
MasterCard,5355220793267778
MasterCard,5460299410848436
MasterCard,5152744107093864
MasterCard,5495861338176353
MasterCard,5123526248662798
MasterCard,5232134823187733
MasterCard,5140536393290765
MasterCard,5220699747364760
MasterCard,5322238568309807
MasterCard,5214122240267685
MasterCard,5142192955226041
MasterCard,5301090146398926
MasterCard,5475054854708296
MasterCard,5350995106058106
MasterCard,5568371794743771
MasterCard,5476753781729361
MasterCard,5226353710966631
MasterCard,5568118184518572
MasterCard,5190063422055738
MasterCard,5188821676397294
MasterCard,5147070630606529
MasterCard,5284761403541355
MasterCard,5595401040280604
MasterCard,5101496638150018
MasterCard,5119701453784316
MasterCard,5525948122631539
MasterCard,5590426763169234
MasterCard,5409341867737466
MasterCard,5434903763777307
MasterCard,5166580176693893
MasterCard,5348002105681247
MasterCard,5389498512903994
MasterCard,5461859883931511
MasterCard,5282853912216751
MasterCard,5456143645498243
MasterCard,5548595806429244
MasterCard,5114956804204423
MasterCard,5220338576424623
MasterCard,5466144199622988
MasterCard,5310497117500233
MasterCard,5330210675973650
MasterCard,5487449268788940
MasterCard,5337164595054856
MasterCard,5555150027374280
MasterCard,5245525743706418
MasterCard,5572935101271173
MasterCard,5313875918539426
MasterCard,5292701799364384
MasterCard,5532571382387179
MasterCard,5330282714132002
MasterCard,5228453501277269
MasterCard,5288376438916690
MasterCard,5481773181168435
MasterCard,5358981605087913
MasterCard,5557340174517520
MasterCard,5546097314042710
MasterCard,5528491844185580
MasterCard,5558410465439293
MasterCard,5421211482019208
MasterCard,5332303630411490
MasterCard,5492396685078004
MasterCard,5540690582365387
MasterCard,5109898067336111
MasterCard,5534829022202093
MasterCard,5429808919865392
MasterCard,5384976064441476
MasterCard,5404980010935058
MasterCard,5340379225361787
MasterCard,5285023923673807
MasterCard,5581156340809074
MasterCard,5432766145926724
MasterCard,5388799324611910
MasterCard,5221881182142765
MasterCard,5430338772954056
MasterCard,5589013521892795
MasterCard,5296130320858373
MasterCard,5220646274847469
MasterCard,5371565429216452
MasterCard,5370193309904948
MasterCard,5275936999758289
MasterCard,5176593420983489
MasterCard,5459832145710688
MasterCard,5113941753448602
MasterCard,5235676005428381
MasterCard,5443515649253417
MasterCard,5118968663507214
MasterCard,5176715942967621
MasterCard,5506499663105221
MasterCard,5165546135659573
MasterCard,5556238572969320
MasterCard,5194608947331976
MasterCard,5268052943093408
MasterCard,5234260467166473
MasterCard,5556440976518832
MasterCard,5539964945286686
MasterCard,5517120190296294
MasterCard,5440354638163285
MasterCard,5355547060449535
MasterCard,5559737790408174
MasterCard,5296057486282082
MasterCard,5296371295737529
MasterCard,5371084282248487
MasterCard,5322174016762091
MasterCard,5240909610768799
MasterCard,5316588867568786
MasterCard,5127334571615855
MasterCard,5419917571039154
MasterCard,5436917386529349
MasterCard,5318173461797186
MasterCard,5533508708494023
MasterCard,5469196084257301
MasterCard,5311075739467319
MasterCard,5323803276738487
MasterCard,5237296182999332
MasterCard,5310571898722503
MasterCard,5483597079127650
MasterCard,5301228482909134
MasterCard,5340073688635635
MasterCard,5479058705936531
MasterCard,5328102495813907
MasterCard,5394215449024956
MasterCard,5569652120056890
MasterCard,5505279153238547
MasterCard,5139405153115559
MasterCard,5295518124615273
MasterCard,5106341225043397
MasterCard,5501230175903737
MasterCard,5158565058693566
MasterCard,5457203492097172
MasterCard,5118845407361753
MasterCard,5503753357682314
MasterCard,5398864956327611
MasterCard,5363046738586513
MasterCard,5583551784830610
MasterCard,5353463513766826
MasterCard,5183554398712277
MasterCard,5582165556587968
MasterCard,5157957176118041
MasterCard,5350586720506289
MasterCard,5212648421855908
MasterCard,5408256768468188
MasterCard,5345777695689840
MasterCard,5472572191056031
MasterCard,5281892099256223
MasterCard,5242537657148126
MasterCard,5549362130874283
MasterCard,5186612999743211
MasterCard,5201881703802131
MasterCard,5180520364482818
MasterCard,5275585892640191
MasterCard,5276158878954447
MasterCard,5424138611343786
MasterCard,5572446759935291
MasterCard,5533376464210615
MasterCard,5283892698380075
MasterCard,5450680745704471
MasterCard,5445681648098126
MasterCard,5356529558424658
MasterCard,5185789975708888
MasterCard,5316471505434994
MasterCard,5262660979436675
MasterCard,5125232026806958
MasterCard,5354198799959575
MasterCard,5322764082184459
MasterCard,5365742088856369
MasterCard,5142204514003025
MasterCard,5365639120500627
MasterCard,5578692874021715
MasterCard,5515762812878819
MasterCard,5296914219763236
MasterCard,5506630060305705
MasterCard,5117964926706249
MasterCard,5122912821497789
MasterCard,5422151558687133
MasterCard,5101288351229743
MasterCard,5593385685339191
MasterCard,5175381092535121
MasterCard,5458554687436495
MasterCard,5324655894465631
MasterCard,5120008900160521
MasterCard,5303223353119622
MasterCard,5442031346309115
MasterCard,5520844825520225
MasterCard,5266929667217770
MasterCard,5371547511977209
MasterCard,5483925319407345
MasterCard,5240334205678933
MasterCard,5151430694916441
MasterCard,5525433317818167
MasterCard,5291240489942564
MasterCard,5455394497157798
MasterCard,5144450704818866
MasterCard,5385852104189053
MasterCard,5367616290603413
MasterCard,5224011547077707
MasterCard,5204327932149552
MasterCard,5461423514759898
MasterCard,5282298371262211
MasterCard,5179477554712624
MasterCard,5334805875019661
MasterCard,5100090050991651
MasterCard,5265468839511530
MasterCard,5131542481744508
MasterCard,5171758718864411
MasterCard,5584832487745571
MasterCard,5207894913014706
MasterCard,5503523069510743
MasterCard,5228723733183414
MasterCard,5526451618910805
MasterCard,5512700769137113
MasterCard,5144067122655488
MasterCard,5273248697586588
MasterCard,5242181254947547
MasterCard,5296681910027811
MasterCard,5363640317655879
MasterCard,5325958731833493
MasterCard,5494606932251693
MasterCard,5252091358701434
MasterCard,5530687983550312
MasterCard,5460905910626151
MasterCard,5259175625781833
MasterCard,5325835128829187
MasterCard,5293584527010159
MasterCard,5289896192959361
MasterCard,5309185277208050
MasterCard,5235965246213458
MasterCard,5431934054453400
MasterCard,5150718746255771
MasterCard,5115224329373069
MasterCard,5438040715279516
MasterCard,5338761202197264
MasterCard,5486430402481924
MasterCard,5294143331456493
MasterCard,5246522349733838
MasterCard,5106096012145306
MasterCard,5109904369380920
MasterCard,5314095708752951
MasterCard,5436409987616162
MasterCard,5577063719973109
MasterCard,5128483356500755
MasterCard,5313416564176591
MasterCard,5185180430654448
MasterCard,5442145160285373
MasterCard,5242837238809166
MasterCard,5410418556353917
MasterCard,5252410346991743
MasterCard,5543504246167062
MasterCard,5522832778603856
MasterCard,5466525628005474
MasterCard,5593235618654929
MasterCard,5577710464630611
MasterCard,5444885902798419
MasterCard,5520836346123455
MasterCard,5346642114013783
MasterCard,5517515994193011
MasterCard,5531927164043979
MasterCard,5338943337716636
MasterCard,5299483597260469
MasterCard,5146410516280406
MasterCard,5149719279604645
MasterCard,5175522441266245
MasterCard,5183644776184411
MasterCard,5274454956302597
MasterCard,5305530584513508
MasterCard,5482678618916752
MasterCard,5433839726052670
MasterCard,5418802879157612
MasterCard,5486627863033611
MasterCard,5455030620827036
MasterCard,5109264590960739
MasterCard,5168843272273517
MasterCard,5535283262566396
MasterCard,5401738115095852
MasterCard,5545524267592038
MasterCard,5519157801273294
MasterCard,5473338231076739
MasterCard,5383735820299052
MasterCard,5333111888240266
MasterCard,5275344604779990
MasterCard,5467175620863402
MasterCard,5478869834836165
MasterCard,5424373926615772
MasterCard,5249976826979362
MasterCard,5308078008768784
MasterCard,5322809180354403
MasterCard,5201670683286260
MasterCard,5252122135311476
MasterCard,5563174055879697
MasterCard,5429455565649645
MasterCard,5183579667707831
MasterCard,5286570831822438
MasterCard,5460606295850669
MasterCard,5332226872197461
MasterCard,5154248932236514
MasterCard,5212420999433199
MasterCard,5124557667114929
MasterCard,5149910612368614
MasterCard,5406288225318716
MasterCard,5508690221785789
MasterCard,5138795061827282
MasterCard,5201830963923954
MasterCard,5261169455721767
MasterCard,5534208567876514
MasterCard,5561475666828367
MasterCard,5534326193846550
MasterCard,5255342777193332
MasterCard,5130498733954398
MasterCard,5416058759215028
MasterCard,5477890928606687
MasterCard,5192605216811193
MasterCard,5446746820949369
MasterCard,5304866487033678
MasterCard,5365998076434664
MasterCard,5363977837077311
MasterCard,5110688155760232
MasterCard,5228975655359691
MasterCard,5252314950057017
MasterCard,5469183749083140
MasterCard,5410468019770777
MasterCard,5411734934210994
MasterCard,5422734690921112
MasterCard,5127859378625756
MasterCard,5321463835471815
MasterCard,5279067196736526
MasterCard,5445632878803248
MasterCard,5359285192372715
MasterCard,5587670381833060
MasterCard,5197390600125881
MasterCard,5122626099411724
MasterCard,5175168942046502
MasterCard,5417221410126294
MasterCard,5462001298880871
MasterCard,5385284179931880
MasterCard,5422260472576312
MasterCard,5584721110502360
MasterCard,5546880506143382
